pickle_file	metric_key	dataset	split	metric	metric_kind	feature_combo	n	mean	sample_std	population_std	min	max	round_mean_2
incremental_feature_result_dict.pickle	Ssym_direct_RMSE	Ssym	direct	RMSE	feature_combo_dict	A+B+C+D+E+F	1	1.1192158682583997	0.0	0.0	1.1192158682583997	1.1192158682583997	1.12
incremental_feature_result_dict.pickle	Ssym_direct_RMSE	Ssym	direct	RMSE	feature_combo_dict	A+B+C+D+E+F+G	1	1.11536243960826	0.0	0.0	1.11536243960826	1.11536243960826	1.12
incremental_feature_result_dict.pickle	Ssym_direct_RMSE	Ssym	direct	RMSE	feature_combo_dict	A+B+C+D+E+F+G+H	1	1.09315689007646	0.0	0.0	1.09315689007646	1.09315689007646	1.09
incremental_feature_result_dict.pickle	Ssym_reverse_PCC	Ssym	reverse	PCC	feature_combo_dict	A	1	0.4477056601748913	0.0	0.0	0.4477056601748913	0.4477056601748913	0.45
incremental_feature_result_dict.pickle	Ssym_reverse_PCC	Ssym	reverse	PCC	feature_combo_dict	A+B	1	0.5279192011226171	0.0	0.0	0.5279192011226171	0.5279192011226171	0.53
incremental_feature_result_dict.pickle	Ssym_reverse_PCC	Ssym	reverse	PCC	feature_combo_dict	A+B+C	1	0.5478577643050386	0.0	0.0	0.5478577643050386	0.5478577643050386	0.55
incremental_feature_result_dict.pickle	Ssym_reverse_PCC	Ssym	reverse	PCC	feature_combo_dict	A+B+C+D	1	0.6028071167671505	0.0	0.0	0.6028071167671505	0.6028071167671505	0.6
incremental_feature_result_dict.pickle	Ssym_reverse_PCC	Ssym	reverse	PCC	feature_combo_dict	A+B+C+D+E	1	0.6749808709168797	0.0	0.0	0.6749808709168797	0.6749808709168797	0.67
incremental_feature_result_dict.pickle	Ssym_reverse_PCC	Ssym	reverse	PCC	feature_combo_dict	A+B+C+D+E+F	1	0.7063856138877048	0.0	0.0	0.7063856138877048	0.7063856138877048	0.71
incremental_feature_result_dict.pickle	Ssym_reverse_PCC	Ssym	reverse	PCC	feature_combo_dict	A+B+C+D+E+F+G	1	0.7143082346983289	0.0	0.0	0.7143082346983289	0.7143082346983289	0.71
incremental_feature_result_dict.pickle	Ssym_reverse_PCC	Ssym	reverse	PCC	feature_combo_dict	A+B+C+D+E+F+G+H	1	0.7194941097153279	0.0	0.0	0.7194941097153279	0.7194941097153279	0.72
incremental_feature_result_dict.pickle	Ssym_reverse_RMSE	Ssym	reverse	RMSE	feature_combo_dict	A	1	1.4520925042976518	0.0	0.0	1.4520925042976518	1.4520925042976518	1.45
incremental_feature_result_dict.pickle	Ssym_reverse_RMSE	Ssym	reverse	RMSE	feature_combo_dict	A+B	1	1.3222414085048586	0.0	0.0	1.3222414085048586	1.3222414085048586	1.32
incremental_feature_result_dict.pickle	Ssym_reverse_RMSE	Ssym	reverse	RMSE	feature_combo_dict	A+B+C	1	1.2962992966344504	0.0	0.0	1.2962992966344504	1.2962992966344504	1.3
incremental_feature_result_dict.pickle	Ssym_reverse_RMSE	Ssym	reverse	RMSE	feature_combo_dict	A+B+C+D	1	1.2379285463583463	0.0	0.0	1.2379285463583463	1.2379285463583463	1.24
incremental_feature_result_dict.pickle	Ssym_reverse_RMSE	Ssym	reverse	RMSE	feature_combo_dict	A+B+C+D+E	1	1.1514165593589845	0.0	0.0	1.1514165593589845	1.1514165593589845	1.15
incremental_feature_result_dict.pickle	Ssym_reverse_RMSE	Ssym	reverse	RMSE	feature_combo_dict	A+B+C+D+E+F	1	1.1146318911095099	0.0	0.0	1.1146318911095099	1.1146318911095099	1.11
incremental_feature_result_dict.pickle	Ssym_reverse_RMSE	Ssym	reverse	RMSE	feature_combo_dict	A+B+C+D+E+F+G	1	1.1064218426343904	0.0	0.0	1.1064218426343904	1.1064218426343904	1.11
incremental_feature_result_dict.pickle	Ssym_reverse_RMSE	Ssym	reverse	RMSE	feature_combo_dict	A+B+C+D+E+F+G+H	1	1.0997261118795478	0.0	0.0	1.0997261118795478	1.0997261118795478	1.1
incremental_feature_result_dict.pickle	Ssym_total_PCC	Ssym	total	PCC	feature_combo_dict	A	1	0.6417206862858679	0.0	0.0	0.6417206862858679	0.6417206862858679	0.64
incremental_feature_result_dict.pickle	Ssym_total_PCC	Ssym	total	PCC	feature_combo_dict	A+B	1	0.7007072231861537	0.0	0.0	0.7007072231861537	0.7007072231861537	0.7
incremental_feature_result_dict.pickle	Ssym_total_PCC	Ssym	total	PCC	feature_combo_dict	A+B+C	1	0.714841408581954	0.0	0.0	0.714841408581954	0.714841408581954	0.71
incremental_feature_result_dict.pickle	Ssym_total_PCC	Ssym	total	PCC	feature_combo_dict	A+B+C+D	1	0.7421381286252011	0.0	0.0	0.7421381286252011	0.7421381286252011	0.74
incremental_feature_result_dict.pickle	Ssym_total_PCC	Ssym	total	PCC	feature_combo_dict	A+B+C+D+E	1	0.7855947480036239	0.0	0.0	0.7855947480036239	0.7855947480036239	0.79
incremental_feature_result_dict.pickle	Ssym_total_PCC	Ssym	total	PCC	feature_combo_dict	A+B+C+D+E+F	1	0.8035989897578777	0.0	0.0	0.8035989897578777	0.8035989897578777	0.8
incremental_feature_result_dict.pickle	Ssym_total_PCC	Ssym	total	PCC	feature_combo_dict	A+B+C+D+E+F+G	1	0.806798092172648	0.0	0.0	0.806798092172648	0.806798092172648	0.81
incremental_feature_result_dict.pickle	Ssym_total_PCC	Ssym	total	PCC	feature_combo_dict	A+B+C+D+E+F+G+H	1	0.8137184310142009	0.0	0.0	0.8137184310142009	0.8137184310142009	0.81
